Species,longitude,latitude
Helianthus grosseserratus,-87.94,41.75
Helianthus grosseserratus,-84.3,41.88
Helianthus grosseserratus,-88.21,42.23
Helianthus grosseserratus,-84,39.88
Helianthus grosseserratus,-87.85,41.73
Helianthus grosseserratus,-89.06,42.99
Helianthus grosseserratus,-88.09,41.9
Helianthus grosseserratus,-89.95,34.61
Helianthus grosseserratus,-87.84,42.14
Helianthus grosseserratus,-88.15,41.93
Helianthus grosseserratus,-89.91,34.56
Helianthus grosseserratus,-88.4,41.78
Helianthus grosseserratus,-87.57,41.63
Helianthus grosseserratus,-88.98,42.36
Helianthus grosseserratus,-88.17,41.38
Helianthus grosseserratus,-92.78,41.58
Helianthus grosseserratus,-88.27,41.75
Helianthus grosseserratus,-87.84,42.06
Helianthus grosseserratus,-88.33,42.42
Helianthus grosseserratus,-88.09,41.9
Helianthus grosseserratus,-94.19,36.11
Helianthus grosseserratus,-88.43,42.25
Helianthus grosseserratus,-88.09,41.82
Helianthus grosseserratus,-95.31,38.92
Helianthus grosseserratus,-87.64,41.92
Helianthus grosseserratus,-94.87,38.82
Helianthus grosseserratus,-90.18,38.81
Helianthus grosseserratus,-87.63,41.92
Helianthus grosseserratus,-87.63,41.92
Helianthus grosseserratus,-88.49,41.83
Helianthus grosseserratus,-87.87,42.34
Helianthus grosseserratus,-89.43,43.04
Helianthus grosseserratus,-87.57,41.61
Helianthus grosseserratus,-88.31,42.61
Helianthus grosseserratus,-88.97,43.06
Helianthus grosseserratus,-87.84,42.06
Helianthus grosseserratus,-89.03,43.82
Helianthus grosseserratus,-89.06,42.99
Helianthus grosseserratus,-89.06,42.99
Helianthus grosseserratus,-87.8,42.47
Helianthus grosseserratus,-92.23,38.59
Helianthus grosseserratus,-81.43,41.56
Helianthus grosseserratus,-87.96,42.49
Helianthus grosseserratus,-93.24,44.83
Helianthus grosseserratus,-89.14,42.54
Helianthus grosseserratus,-89.77,43.14
Helianthus grosseserratus,-87.81,42.47
Helianthus grosseserratus,-88.08,41.58
Helianthus grosseserratus,-90.1,38.91
Helianthus grosseserratus,-89.35,42.99
Helianthus grosseserratus,-95.61,30.7
Helianthus grosseserratus,-88.17,41.39
Helianthus grosseserratus,-88.16,41.26
Helianthus grosseserratus,-88.88,43.15
Helianthus grosseserratus,-88.36,41.93
Helianthus grosseserratus,-87.63,41.96
Helianthus grosseserratus,-89.36,42.99
Helianthus grosseserratus,-96.32,44.01
Helianthus grosseserratus,-94.91,36.91
Helianthus grosseserratus,-96.32,44.01
Helianthus grosseserratus,-88.2,41.26
Helianthus grosseserratus,-87.84,42.06
Helianthus grosseserratus,-80.72,41.28
Helianthus grosseserratus,-87.9,41.84
Helianthus grosseserratus,-88.05,40.49
Helianthus grosseserratus,-87.63,41.92
Helianthus grosseserratus,-95.51,39.53
Helianthus grosseserratus,-88.89,43.16
Helianthus grosseserratus,-88.88,43.15
Helianthus grosseserratus,-95.1,45.8
Helianthus grosseserratus,-88.86,42.96
Helianthus grosseserratus,-87.87,41.71
Helianthus grosseserratus,-89.79,39.56
Helianthus grosseserratus,-87.84,42.06
Helianthus grosseserratus,-88.37,42.97
Helianthus grosseserratus,-90.82,38.48
Helianthus grosseserratus,-87.81,42.47
Helianthus grosseserratus,-88.74,41.67
Helianthus grosseserratus,-88.32,41.36
Helianthus grosseserratus,-88.17,41.74
Helianthus grosseserratus,-87.78,42
Helianthus grosseserratus,-72.92,44.9
Helianthus grosseserratus,-88.16,41.26
Helianthus grosseserratus,-88.01,41.56
Helianthus grosseserratus,-87.68,41.07
Helianthus grosseserratus,-93.82,33.79
Helianthus grosseserratus,-93.81,33.79
Helianthus grosseserratus,-94.43,33.71
Helianthus grosseserratus,-88.08,41.84
Helianthus grosseserratus,-88.17,42.46
Helianthus grosseserratus,-94.39,37.55
Helianthus grosseserratus,-84.35,37.55
Helianthus grosseserratus,-96.68,32.3
Helianthus grosseserratus,-84.46,37.65
Helianthus grosseserratus,-91.55,37.76
Helianthus grosseserratus,-90.28,43.34
Helianthus grosseserratus,-90.24,43.27
Helianthus grosseserratus,-91.87,36.76
Helianthus grosseserratus,-84.61,36.94
Helianthus grosseserratus,-93.12,39.02
Helianthus grosseserratus,-90.38,38.62
Helianthus grosseserratus,-87.08,32.33
Helianthus grosseserratus,-87.08,32.33
Helianthus grosseserratus,-96.55,38.41
Helianthus grosseserratus,-79.03,36.23
Helianthus grosseserratus,-93,46.44
Helianthus grosseserratus,-89.64,38.78
Helianthus grosseserratus,-90.77,39.14
Helianthus grosseserratus,-95.63,40.46
Helianthus grosseserratus,-94.15,37.82
Helianthus grosseserratus,-92.09,40.34
Helianthus grosseserratus,-87.67,39.29
Helianthus grosseserratus,-96.79,39.13
Helianthus grosseserratus,-96.24,45.23
Helianthus grosseserratus,-94.92,38.46
Helianthus grosseserratus,-94.92,38.46
Helianthus grosseserratus,-90.38,38.91
Helianthus grosseserratus,-96.05,47.09
Helianthus grosseserratus,-93.92,44.33
Helianthus grosseserratus,-94.25,45.93
Helianthus grosseserratus,-93.11,44.33
Helianthus grosseserratus,-93.2,43.9
Helianthus grosseserratus,-92.09,42.88
Helianthus grosseserratus,-92.48,42.69
Helianthus grosseserratus,-94.92,39.34
Helianthus grosseserratus,-95.43,38.93
Helianthus grosseserratus,-95.95,44.35
Helianthus grosseserratus,-95.93,44.36
Helianthus grosseserratus,-92.24,44.3
Helianthus grosseserratus,-94.9,43.81
Helianthus grosseserratus,-95.11,43.9
Helianthus grosseserratus,-100.38,41.8
Helianthus grosseserratus,-100.38,41.8
Helianthus grosseserratus,-100.38,41.8
Helianthus grosseserratus,-92.08,44.34
Helianthus grosseserratus,-93.63,37.87
Helianthus grosseserratus,-95.43,38.93
Helianthus grosseserratus,-95.43,38.93
Helianthus grosseserratus,-92.09,42.87
Helianthus grosseserratus,-93.11,39.03
Helianthus grosseserratus,-95.22,37.28
Helianthus grosseserratus,-92.52,43.54
Helianthus grosseserratus,-94.05,44.63
Helianthus grosseserratus,-95.06,44.2
Helianthus grosseserratus,-94.99,38.95
Helianthus grosseserratus,-95.69,38.59
Helianthus grosseserratus,-95.21,37.6
Helianthus grosseserratus,-94.71,44.94
Helianthus grosseserratus,-94.71,44.94
Helianthus grosseserratus,-95.14,37.46
Helianthus grosseserratus,-94.57,46.33
Helianthus grosseserratus,-95.84,37.8
Helianthus grosseserratus,-94.67,43.95
Helianthus grosseserratus,-95.09,45.81
Helianthus grosseserratus,-94.4,46.14
Helianthus grosseserratus,-96.37,40.47
Helianthus grosseserratus,-100.38,42.17
Helianthus grosseserratus,-100.75,41.15
Helianthus grosseserratus,-95.19,38.81
Helianthus grosseserratus,-92.93,44.05
Helianthus grosseserratus,-92.99,44.98
Helianthus grosseserratus,-93.07,43.99
Helianthus grosseserratus,-92.17,37.69
Helianthus grosseserratus,-94,37.83
Helianthus grosseserratus,-88.77,40.73
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-87.25,39.25
Helianthus grosseserratus,-88.93,43.58
Helianthus grosseserratus,-89.13,42.27
Helianthus grosseserratus,-88.08,38.88
Helianthus grosseserratus,-91.15,40.05
Helianthus grosseserratus,-87.7,38.92
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-93.13,41.68
Helianthus grosseserratus,-86.93,40.75
Helianthus grosseserratus,-89.65,39.4
Helianthus grosseserratus,-89.83,42.83
Helianthus grosseserratus,-86.77,41.27
Helianthus grosseserratus,-90.83,39.98
Helianthus grosseserratus,-89.03,40.8
Helianthus grosseserratus,-85.17,45.2
Helianthus grosseserratus,-89.78,42.95
Helianthus grosseserratus,-89.68,42.52
Helianthus grosseserratus,-88.75,41.93
Helianthus grosseserratus,-89.83,42.83
Helianthus grosseserratus,-95.96,43.65
Helianthus grosseserratus,-72.35,41.56
Helianthus grosseserratus,-94.33,37.74
Helianthus grosseserratus,-92.96,40.42
Helianthus grosseserratus,-92.58,40.16
Helianthus grosseserratus,-93.21,40.31
Helianthus grosseserratus,-92.6,40.45
Helianthus grosseserratus,-92.68,40.55
Helianthus grosseserratus,-95.35,43.93
Helianthus grosseserratus,-92.85,43.87
Helianthus grosseserratus,-93.63,42.04
Helianthus grosseserratus,-90.91,39.04
Helianthus grosseserratus,-92.86,37.7
Helianthus grosseserratus,-96.57,48.7
Helianthus grosseserratus,-80.74,35.19
Helianthus grosseserratus,-92.5,43.8
Helianthus grosseserratus,-93.92,44.35
Helianthus grosseserratus,-95.75,45.81
Helianthus grosseserratus,-96.01,45.16
Helianthus grosseserratus,-94.05,45.25
Helianthus grosseserratus,-94.26,40.26
Helianthus grosseserratus,-90.71,39
Helianthus grosseserratus,-95.85,37.38
Helianthus grosseserratus,-93.28,44.78
Helianthus grosseserratus,-92.76,43.72
Helianthus grosseserratus,-92.38,43.52
Helianthus grosseserratus,-96.43,44.68
Helianthus grosseserratus,-96.14,46.32
Helianthus grosseserratus,-92.84,43.74
Helianthus grosseserratus,-95.17,38.02
Helianthus grosseserratus,-96.86,38.9
Helianthus grosseserratus,-95.31,39.73
Helianthus grosseserratus,-95.17,38.02
Helianthus grosseserratus,-95.71,38.4
Helianthus grosseserratus,-93.28,44.78
Helianthus grosseserratus,-95.24,38.22
Helianthus grosseserratus,-95.27,38.95
Helianthus grosseserratus,-96.47,46.85
Helianthus grosseserratus,-95.53,38.59
Helianthus grosseserratus,-96.2,38.43
Helianthus grosseserratus,-83.48,41.74
Helianthus grosseserratus,-92.96,37.35
Helianthus grosseserratus,-93.41,37.56
Helianthus grosseserratus,-96.75,40.62
Helianthus grosseserratus,-95.42,38.97
Helianthus grosseserratus,-85.89,44.59
Helianthus grosseserratus,-96.66,39.84
Helianthus grosseserratus,-95.5,45.67
Helianthus grosseserratus,-94.3,44.73
Helianthus grosseserratus,-96.62,39.16
Helianthus grosseserratus,-93.81,38.75
Helianthus grosseserratus,-95.24,38.25
Helianthus grosseserratus,-95.35,38.28
Helianthus grosseserratus,-96.05,37.12
Helianthus grosseserratus,-94.82,39.19
Helianthus grosseserratus,-96.22,41.53
Helianthus grosseserratus,-92.76,44.35
Helianthus grosseserratus,-93.62,39.8
Helianthus grosseserratus,-92.08,32.1
Helianthus grosseserratus,-95.12,38.01
Helianthus grosseserratus,-86.04,44.66
Helianthus grosseserratus,-94.74,38.57
Helianthus grosseserratus,-95.81,47.33
Helianthus grosseserratus,-90.09,40.99
Helianthus grosseserratus,-90.09,40.99
Helianthus grosseserratus,-90.09,40.99
Helianthus grosseserratus,-95.67,38.77
Helianthus grosseserratus,-95.29,38.59
Helianthus grosseserratus,-95.1,37.17
Helianthus grosseserratus,-95.53,38.63
Helianthus grosseserratus,-95.27,38.72
Helianthus grosseserratus,-95.27,38.95
Helianthus grosseserratus,-88.99,40.53
Helianthus grosseserratus,-95.4,38
Helianthus grosseserratus,-96.58,41.61
Helianthus grosseserratus,-95.77,37.41
Helianthus grosseserratus,-95.41,37.34
Helianthus grosseserratus,-94.82,37.95
Helianthus grosseserratus,-94.65,37.75
Helianthus grosseserratus,-94.77,37.62
Helianthus grosseserratus,-95.91,37.3
Helianthus grosseserratus,-95.1,36.95
Helianthus grosseserratus,-93.86,46.28
Helianthus grosseserratus,-93.66,41.89
Helianthus grosseserratus,-93.63,42.04
Helianthus grosseserratus,-92.42,46.71
Helianthus grosseserratus,-94.82,47.54
Helianthus grosseserratus,-95.15,37.83
Helianthus grosseserratus,-95.36,39.83
Helianthus grosseserratus,-95.47,39.36
Helianthus grosseserratus,-95.27,38.95
Helianthus grosseserratus,-95.62,38.08
Helianthus grosseserratus,-95.63,38.08
Helianthus grosseserratus,-96.54,39.22
Helianthus grosseserratus,-94.79,38.42
Helianthus grosseserratus,-94.97,38.33
Helianthus grosseserratus,-96.18,38.87
Helianthus grosseserratus,-94.96,38.88
Helianthus grosseserratus,-94.93,38.5
Helianthus grosseserratus,-94.79,38.01
Helianthus grosseserratus,-94.93,38.85
Helianthus grosseserratus,-96.43,38.63
Helianthus grosseserratus,-95.94,38.79
Helianthus grosseserratus,-95.31,39.2
Helianthus grosseserratus,-96.73,38.04
Helianthus grosseserratus,-95.34,37.49
Helianthus grosseserratus,-95.11,37.12
Helianthus grosseserratus,-94.69,37.47
Helianthus grosseserratus,-95.66,39.26
Helianthus grosseserratus,-94.7,37.59
Helianthus grosseserratus,-94.79,38.01
Helianthus grosseserratus,-96.49,39.01
Helianthus grosseserratus,-93.58,39.33
Helianthus grosseserratus,-96.94,39.91
Helianthus grosseserratus,-95.41,39.83
Helianthus grosseserratus,-96.66,37.4
Helianthus grosseserratus,-96.01,39.66
Helianthus grosseserratus,-95.12,39.62
Helianthus grosseserratus,-95.55,39.76
Helianthus grosseserratus,-96.28,39.97
Helianthus grosseserratus,-97.3,37.15
Helianthus grosseserratus,-95.94,37.11
Helianthus grosseserratus,-94.9,37.18
Helianthus grosseserratus,-96.03,37.43
Helianthus grosseserratus,-95.83,37.63
Helianthus grosseserratus,-96.5,38.4
Helianthus grosseserratus,-88.81,34.24
Helianthus grosseserratus,-95.15,39.13
Helianthus grosseserratus,-95.81,37.81
Helianthus grosseserratus,-95.81,37.81
Helianthus grosseserratus,-95.44,47.78
Helianthus grosseserratus,-94.68,43.74
Helianthus grosseserratus,-87.53,32.57
Helianthus grosseserratus,-96.28,38.8
Helianthus grosseserratus,-95.56,38.94
Helianthus grosseserratus,-95.56,38.94
Helianthus grosseserratus,-96.28,38.8
Helianthus grosseserratus,-96.28,38.68
Helianthus grosseserratus,-96.14,38.84
Helianthus grosseserratus,-95.56,38.94
Helianthus grosseserratus,-96.28,38.68
Helianthus grosseserratus,-95.59,38.94
Helianthus grosseserratus,-95.92,38.75
Helianthus grosseserratus,-96.28,38.8
Helianthus grosseserratus,-96.23,37.69
Helianthus grosseserratus,-96.19,37.45
Helianthus grosseserratus,-96.23,37.69
Helianthus grosseserratus,-94.86,36.87
Helianthus grosseserratus,-95.1,35.55
Helianthus grosseserratus,-95.1,35.55
Helianthus grosseserratus,-94.07,44.15
Helianthus grosseserratus,-96.62,48.71
Helianthus grosseserratus,-96.01,47.16
Helianthus grosseserratus,-91.61,47.65
Helianthus grosseserratus,-95.12,36.09
Helianthus grosseserratus,-94.92,39.36
Helianthus grosseserratus,-92.62,47.07
Helianthus grosseserratus,-95.14,39.13
Helianthus grosseserratus,-95.03,39.15
Helianthus grosseserratus,-91.56,41.23
Helianthus grosseserratus,-92.65,48.51
Helianthus grosseserratus,-91.24,37.54
Helianthus grosseserratus,-95.28,38.77
Helianthus grosseserratus,-103.86,44.55
Helianthus grosseserratus,-95.24,38.96
Helianthus grosseserratus,-97.59,29.59
Helianthus grosseserratus,-95.17,44.5
Helianthus grosseserratus,-95.61,44.7
Helianthus grosseserratus,-94.73,43.65
Helianthus grosseserratus,-93.58,43.67
Helianthus grosseserratus,-95.16,44.06
Helianthus grosseserratus,-95.62,44.39
Helianthus grosseserratus,-94.02,44.77
Helianthus grosseserratus,-94.44,44.76
Helianthus grosseserratus,-95.04,43.89
Helianthus grosseserratus,-75.86,40.29
Helianthus grosseserratus,-103.93,44.35
Helianthus grosseserratus,-72.83,41.52
Helianthus grosseserratus,-95.2,39
Helianthus grosseserratus,-96.02,48.96
Helianthus grosseserratus,-93,38.11
Helianthus grosseserratus,-95.96,45.98
Helianthus grosseserratus,-75.65,43.09
Helianthus grosseserratus,-94.64,37.9
Helianthus grosseserratus,-75.67,42.91
Helianthus grosseserratus,-83.85,42.46
Helianthus grosseserratus,-92.11,46.78
Helianthus grosseserratus,-93.34,44.78
Helianthus grosseserratus,-93.34,44.75
Helianthus grosseserratus,-92.58,38.35
Helianthus grosseserratus,-96.18,47.76
Helianthus grosseserratus,-92.17,40.46
Helianthus grosseserratus,-98.95,40.5
Helianthus grosseserratus,-76.49,43.07
Helianthus grosseserratus,-96.25,37.15
Helianthus grosseserratus,-95.74,37.89
Helianthus grosseserratus,-83.4,42.16
Helianthus grosseserratus,-98.95,40.5
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-93.29,44.99
Helianthus grosseserratus,-98.96,40.64
Helianthus grosseserratus,-74.58,39.36
Helianthus grosseserratus,-91.01,39.24
Helianthus grosseserratus,-91.02,39.19
Helianthus grosseserratus,-95.3,38.89
Helianthus grosseserratus,-74.99,44.67
Helianthus grosseserratus,-72.73,41.69
Helianthus grosseserratus,-94.09,37.39
Helianthus grosseserratus,-73.04,41.56
Helianthus grosseserratus,-73.04,41.56
Helianthus grosseserratus,-73.04,41.56
Helianthus grosseserratus,-98.61,40.83
Helianthus grosseserratus,-98.46,41.21
Helianthus grosseserratus,-73.14,41.3
Helianthus grosseserratus,-94.44,37.26
Helianthus grosseserratus,-98.46,41.21
Helianthus grosseserratus,-72.73,41.69
Helianthus grosseserratus,-73.69,40.79
Helianthus grosseserratus,-92.24,44.28
Helianthus grosseserratus,-96.73,46.85
Helianthus grosseserratus,-94.46,37.15
Helianthus grosseserratus,-91.28,43.51
Helianthus grosseserratus,-73.14,41.43
Helianthus grosseserratus,-73.14,41.43
Helianthus grosseserratus,-72.29,41
Helianthus grosseserratus,-105.65,33.45
Helianthus grosseserratus,-96.74,39.3
Helianthus grosseserratus,-99.88,42.77
Helianthus grosseserratus,-96.57,39.18
Helianthus grosseserratus,-87.65,41.85
Helianthus grosseserratus,-93.43,37.3
Helianthus grosseserratus,-93.29,44.99
Helianthus grosseserratus,-95.68,44.93
Helianthus grosseserratus,-94.84,38.56
Helianthus grosseserratus,-92.25,44.41
Helianthus grosseserratus,-92.25,44.41
Helianthus grosseserratus,-92.25,44.41
Helianthus grosseserratus,-73.4,41.33
Helianthus grosseserratus,-91.14,38.81
Helianthus grosseserratus,-89.08,41.71
Helianthus grosseserratus,-86.76,41.26
Helianthus grosseserratus,-93.63,42.03
Helianthus grosseserratus,-88.93,43.58
Helianthus grosseserratus,-86.93,40.75
Helianthus grosseserratus,-89.13,42.26
Helianthus grosseserratus,-89.83,42.83
Helianthus grosseserratus,-88.76,40.73
Helianthus grosseserratus,-88.08,38.88
Helianthus grosseserratus,-89.03,40.8
Helianthus grosseserratus,-87.7,38.91
Helianthus grosseserratus,-87.25,39.25
Helianthus grosseserratus,-93.13,41.68
Helianthus grosseserratus,-85.16,45.2
Helianthus grosseserratus,-89.65,39.4
Helianthus grosseserratus,-89.08,41.71
Helianthus grosseserratus,-89.68,42.51
Helianthus grosseserratus,-89.78,42.95
Helianthus grosseserratus,-100.75,41.15
Helianthus grosseserratus,-100.38,42.16
Helianthus grosseserratus,-96.36,40.46
Helianthus grosseserratus,-91.15,40.05
Helianthus grosseserratus,-90.83,39.98
Helianthus grosseserratus,-121.46,45.72
Helianthus grosseserratus,-117.38,47.43
Helianthus grosseserratus,-73.12,43.06
Helianthus grosseserratus,-81.34,40.36
Helianthus grosseserratus,-96.23,42.73
Helianthus grosseserratus,-86.93,40.75
Helianthus grosseserratus,-96.03,42.01
Helianthus grosseserratus,-96.23,42.73
Helianthus grosseserratus,-88.77,40.73
Helianthus grosseserratus,-89.03,40.8
Helianthus grosseserratus,-96.37,40.47
Helianthus grosseserratus,-93,42
Helianthus grosseserratus,-96.19,42.23
Helianthus grosseserratus,-96.68,42.82
Helianthus grosseserratus,-88.93,43.58
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-94.85,37.17
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-88.08,38.88
Helianthus grosseserratus,-89.72,33.47
Helianthus grosseserratus,-87.25,39.25
Helianthus grosseserratus,-89.83,42.83
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-96.68,42.82
Helianthus grosseserratus,-87.7,38.92
Helianthus grosseserratus,-91.15,40.05
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-89.68,42.52
Helianthus grosseserratus,-84.38,42.6
Helianthus grosseserratus,-97.23,46.65
Helianthus grosseserratus,-90.83,39.98
Helianthus grosseserratus,-96.17,33.57
Helianthus grosseserratus,-87.05,39.27
Helianthus grosseserratus,-75.57,39.87
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-100.75,41.15
Helianthus grosseserratus,-96.27,37.87
Helianthus grosseserratus,-96.18,43.08
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-97.12,43.3
Helianthus grosseserratus,-95.55,33.65
Helianthus grosseserratus,-89.13,42.27
Helianthus grosseserratus,-100.38,42.17
Helianthus grosseserratus,-86.77,41.27
Helianthus grosseserratus,-89.78,42.95
Helianthus grosseserratus,-96.08,34.9
Helianthus grosseserratus,-93.13,41.68
Helianthus grosseserratus,-85.17,45.2
Helianthus grosseserratus,-93.73,36.4
Helianthus grosseserratus,-96.83,37.23
Helianthus grosseserratus,-95.3,34.92
Helianthus grosseserratus,-94.58,35.4
Helianthus grosseserratus,-89.65,39.4
Helianthus grosseserratus,-96.27,37.87
Helianthus grosseserratus,-96.27,33.57
Helianthus grosseserratus,-78.3,36.08
Helianthus grosseserratus,-96.58,38.3
Helianthus grosseserratus,-95.55,33.65
Helianthus grosseserratus,-88.98,40.5
Helianthus grosseserratus,-89.54,41.64
Helianthus grosseserratus,-95.29,38.89
Helianthus grosseserratus,-95.57,46.14
Helianthus grosseserratus,-93.71,45.66
Helianthus grosseserratus,-96.26,44.24
Helianthus grosseserratus,-95.93,46.17
Helianthus grosseserratus,-93.49,44.97
Helianthus grosseserratus,-92.5,44.56
Helianthus grosseserratus,-96.38,47.62
Helianthus grosseserratus,-92.03,43.72
Helianthus grosseserratus,-93.29,44.99
Helianthus grosseserratus,-93.5,44.1
Helianthus grosseserratus,-91.64,44.05
Helianthus grosseserratus,-95.6,43.62
Helianthus grosseserratus,-95.73,44.94
Helianthus grosseserratus,-91.75,44
Helianthus grosseserratus,-96.6,47.78
Helianthus grosseserratus,-93.49,44.97
Helianthus grosseserratus,-94.33,45.63
Helianthus grosseserratus,-93.5,44.1
Helianthus grosseserratus,-96.32,44.02
Helianthus grosseserratus,-92.24,44.28
Helianthus grosseserratus,-94.9,37.2
Helianthus grosseserratus,-94.66,37.04
Helianthus grosseserratus,-94.71,37.37
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-96.95,42.92
Helianthus grosseserratus,-96.68,42.82
Helianthus grosseserratus,-96.68,42.82
Helianthus grosseserratus,-96.23,42.73
Helianthus grosseserratus,-96.18,43.08
Helianthus grosseserratus,-96.18,43.08
Helianthus grosseserratus,-97.12,43.3
Helianthus grosseserratus,-75.57,39.87
Helianthus grosseserratus,-84.38,42.6
Helianthus grosseserratus,-93.73,36.4
Helianthus grosseserratus,-96.37,40.47
Helianthus grosseserratus,-100.75,41.15
Helianthus grosseserratus,-100.38,42.17
Helianthus grosseserratus,-94.85,37.17
Helianthus grosseserratus,-95.3,34.92
Helianthus grosseserratus,-89.72,33.47
Helianthus grosseserratus,-94.58,35.4
Helianthus grosseserratus,-88.93,43.58
Helianthus grosseserratus,-89.78,42.95
Helianthus grosseserratus,-89.83,42.83
Helianthus grosseserratus,-89.68,42.52
Helianthus grosseserratus,-89.13,42.27
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-89.03,40.8
Helianthus grosseserratus,-88.77,40.73
Helianthus grosseserratus,-86.93,40.75
Helianthus grosseserratus,-86.77,41.27
Helianthus grosseserratus,-85.17,45.2
Helianthus grosseserratus,-87.25,39.25
Helianthus grosseserratus,-87.7,38.92
Helianthus grosseserratus,-88.08,38.88
Helianthus grosseserratus,-89.65,39.4
Helianthus grosseserratus,-90.83,39.98
Helianthus grosseserratus,-91.15,40.05
Helianthus grosseserratus,-93.13,41.68
Helianthus grosseserratus,-89.08,41.72
Helianthus grosseserratus,-97.23,46.65
Helianthus grosseserratus,-96.19,42.23
Helianthus grosseserratus,-96.03,42.01
Helianthus grosseserratus,-82.53,41.55
Helianthus grosseserratus,-82.67,42.93
Helianthus grosseserratus,-82.59,41.15
Helianthus grosseserratus,-82.63,39.75
Helianthus grosseserratus,-82.61,39.01
Helianthus grosseserratus,-82.61,36.71
Helianthus grosseserratus,-82.45,33.79
Helianthus grosseserratus,-82.27,40.84
Helianthus grosseserratus,-96.26,33.96
Helianthus grosseserratus,-96.3,30.66
Helianthus grosseserratus,-96.15,41.3
Helianthus grosseserratus,-96.13,40.64
Helianthus grosseserratus,-96.25,37.15
Helianthus grosseserratus,-96.01,39.79
Helianthus grosseserratus,-95.99,30.54
Helianthus grosseserratus,-95.81,47.33
Helianthus grosseserratus,-95.72,40.12
Helianthus grosseserratus,-95.63,43.08
Helianthus grosseserratus,-95.71,46.41
Helianthus grosseserratus,-95.6,40.74
Helianthus grosseserratus,-95.56,45.03
Helianthus grosseserratus,-95.5,30.3
Helianthus grosseserratus,-95.46,45.94
Helianthus grosseserratus,-95.38,35.62
Helianthus grosseserratus,-95.3,37.19
Helianthus grosseserratus,-95.16,41.02
Helianthus grosseserratus,-95.14,40.74
Helianthus grosseserratus,-95,35.9
Helianthus grosseserratus,-94.61,45.56
Helianthus grosseserratus,-94.34,37.5
Helianthus grosseserratus,-94.34,37.85
Helianthus grosseserratus,-94.34,37.21
Helianthus grosseserratus,-94.22,35.97
Helianthus grosseserratus,-93.85,37.43
Helianthus grosseserratus,-93.5,39.43
Helianthus grosseserratus,-93.06,44.67
Helianthus grosseserratus,-97.21,33.64
Helianthus grosseserratus,-97.07,34.49
Helianthus grosseserratus,-91.34,32
Helianthus grosseserratus,-91.31,37.97
Helianthus grosseserratus,-91.19,39.99
Helianthus grosseserratus,-91.17,39.34
Helianthus grosseserratus,-91.17,40.41
Helianthus grosseserratus,-91.16,38.76
Helianthus grosseserratus,-91.12,41.48
Helianthus grosseserratus,-90.97,37.36
Helianthus grosseserratus,-90.95,36.94
Helianthus grosseserratus,-90.94,33.27
Helianthus grosseserratus,-90.94,40.82
Helianthus grosseserratus,-90.89,39.63
Helianthus grosseserratus,-90.82,43.6
Helianthus grosseserratus,-90.81,44.32
Helianthus grosseserratus,-90.74,41.2
Helianthus grosseserratus,-90.7,37.63
Helianthus grosseserratus,-90.67,39.16
Helianthus grosseserratus,-90.62,40.85
Helianthus grosseserratus,-90.62,43.95
Helianthus grosseserratus,-90.61,40.16
Helianthus grosseserratus,-90.54,38.26
Helianthus grosseserratus,-90.51,32.26
Helianthus grosseserratus,-90.47,32.27
Helianthus grosseserratus,-90.45,38.64
Helianthus grosseserratus,-90.39,39.36
Helianthus grosseserratus,-90.36,39.08
Helianthus grosseserratus,-90.21,42.36
Helianthus grosseserratus,-90.21,40.47
Helianthus grosseserratus,-90.2,39.72
Helianthus grosseserratus,-90.18,38.28
Helianthus grosseserratus,-90.13,43
Helianthus grosseserratus,-90.13,41.35
Helianthus grosseserratus,-90.13,42.66
Helianthus grosseserratus,-93.32,37.94
Helianthus grosseserratus,-93.29,38.3
Helianthus grosseserratus,-93.29,38.73
Helianthus grosseserratus,-93.22,44.02
Helianthus grosseserratus,-93.2,39.14
Helianthus grosseserratus,-93.11,40.21
Helianthus grosseserratus,-93.11,39.86
Helianthus grosseserratus,-93.1,45.02
Helianthus grosseserratus,-93.04,32.34
Helianthus grosseserratus,-93.03,37.68
Helianthus grosseserratus,-93.03,35.46
Helianthus grosseserratus,-93.01,40.48
Helianthus grosseserratus,-92.96,39.52
Helianthus grosseserratus,-92.7,39.14
Helianthus grosseserratus,-92.88,33.59
Helianthus grosseserratus,-92.88,37.28
Helianthus grosseserratus,-92.87,38.42
Helianthus grosseserratus,-92.87,44.02
Helianthus grosseserratus,-92.78,43.35
